,text,label
should be an entry for windows with some directions since the windows agent is now available on mmsmongodbcom

",0

710,in  we disabled column store test in compatibility test enable them when they are working again,1

711,in preparation for  migrate tests to use factories where the instantiation path is not relevant ie everything that is not the reportersetuptest,1

712,"opening this to improve how the drivers handle connections to a mongos that is experiencing external authentication problems such as networking problems to connect to a kdc

the mongodb driver should try a different mongos if it has contacted a mongos that cannot speak to the external authentication backend

",0

713,"i dont have a lot of information about this deadlock but maybe the attached thread dump will provide enough

this occurred in nexus pro  running with java 

",1

714,the skeletonproject contains  old webworkjardoesnt contain  new templates commonsloggingjar,0

715,finally enable the featureflagshardingfullddlsupporttimestampedversion feature flag and set a release version for it this should be similar of what have been done in ,0

716,trying to hook up the thinclient to pherf i was having some troubles with being unable to find the thinclient driver i knew that we should be getting it loaded by the service definition contained in the jar metainfservicesjavasqldriverupon inspection of the normal jar produced by phoenixserverclient the contents of the file were as we expect orgapachephoenixqueryserverclientdriver however the toplevel thinclient jar we bundle in the tarball had a value of orgapachecalciteavaticaremotedriver insteadit seems like when we built phoenixversionthinclientjar jarwithdependencies is all it is really avaticas metainfservicesjavasqldriver was overwriting the copy we had in phoenixserverclientsrcmainresources im not sure howwhy we didnt notice this yet for example why did sqllinethinpy work but its definitely busted for how it should workits a simple enough fix to explicitly set the file in the assembly descriptor,0

717,"in    changed some of the splitparent code to this
code     
      getting a new split generation implies a full barrier no additional barrier is needed
      
    wtfullbarrier
    splitgen  wtgensession wtgensplit
    parentpgintlsplitgen  splitgen
code
that is we include a full barrier immediately after commenting that no barrier is needed i dont know the details of the change so im not sure what the comment should say or if it should simply be removed

note this same change appears in  places in that file

 and  you were the other two folks involved in that change can somebody please fix it",1

718,sesametools is written and maintained by joshua shinavier and peter ansell patches have been contributed by fkleedorfer and the rdfjson parser and writer contain code by hannes ebner,0

719,description of the problem wrt  is there    ,0

720,"we add a script to the compass codebase that is similar to the server’s errorcodespy file it searches the codebase for mongologid calls verifies that they are unique and follow the specified format and suggests the next unused log id value
",0

721,"as proper fix for issue  is implemented in it see
